Port_Lincoln	isLocatedIn Australia
Lloyd_Bridges	hasChild	Jeff_Bridges
Lloyd_Bridges	wasBornIn	San_Leandro,_California
Lloyd_Bridges	hasGender	male
Lloyd_Bridges	graduatedFrom	University_of_California,_Los_Angeles
Lloyd_Bridges	diedIn	Los_Angeles
Fabian_Ernst	playsFor	Germany_national_football_B_team
Fabian_Ernst	isAffiliatedTo	Kasımpaşa_Spor_Kulübü
Fabian_Ernst	wasBornIn	Hanover
Fabian_Ernst	hasGender	male
Susan_Hayward	hasWonPrize	Golden_Globe_Award
Susan_Hayward	hasGender	female
Bréiner_Castillo	playsFor	Independiente_Medellín
Bréiner_Castillo	isAffiliatedTo	Sociedad_Deportiva_Aucas
Bréiner_Castillo	hasGender	male
Carl_Friedrich_Gauss	worksAt	University_of_Göttingen
Carl_Friedrich_Gauss	hasGender	male
Carl_Friedrich_Gauss	hasWonPrize	Copley_Medal
Carl_Friedrich_Gauss	graduatedFrom	University_of_Göttingen
Carl_Friedrich_Gauss	livesIn	Kingdom_of_Hanover
Carl_Friedrich_Gauss	diedIn	Göttingen
Carl_Friedrich_Gauss	isCitizenOf	Germany
Carl_Friedrich_Gauss	wasBornIn	Brunswick_(Germany)
Frances_Goodrich	hasWonPrize	Pulitzer_Prize_for_Drama
Frances_Goodrich	isMarriedTo	Albert_Hackett
Frances_Goodrich	hasGender	female
Oscar_Zariski	hasWonPrize	National_Medal_of_Science
Oscar_Zariski	worksAt	Johns_Hopkins_University
Oscar_Zariski	graduatedFrom	Sapienza_University_of_Rome
Oscar_Zariski	isCitizenOf	United_States
Nicky_Nicolau	playsFor	Swindon_Town_F.C.
Nicky_Nicolau	isAffiliatedTo	Arsenal_F.C.
Nicky_Nicolau	hasGender	male
County_Leitrim	isLocatedIn	Connacht
Eros_Pérez	isAffiliatedTo	Club_Atlético_Lanús
Eros_Pérez	hasGender	male
Eros_Pérez	playsFor	Club_Atlético_Colón
James_Watson	worksAt	Harvard_University
James_Watson	graduatedFrom	University_of_Chicago
James_Watson	hasGender	male
James_Watson	hasWonPrize	Copley_Medal
James_Watson	isCitizenOf	United_States
James_Watson	wasBornIn	Chicago
Al-Karamah_SC	isLocatedIn	Hims
Vigo_County,_Indiana	isLocatedIn	Indiana
Maaya_Sakamoto	hasMusicalRole	wordnet_vocal_music_107282006
Maaya_Sakamoto	hasGender	female
Adriano_Gabiru	isAffiliatedTo	Goiás_Esporte_Clube
Adriano_Gabiru	playsFor	Sport_Club_Internacional
Adriano_Gabiru	wasBornIn	Maceió
Zamboanga_Sibugay	isLocatedIn	Mindanao
Andy_Keogh	isAffiliatedTo	Scunthorpe_United_F.C.
Andy_Keogh	playsFor	Wolverhampton_Wanderers_F.C.
Andy_Keogh	hasGender	male
Andy_Keogh	wasBornIn	Dublin
K._R._Vijaya	hasWonPrize	Tamil_Nadu_State_Film_Awards
San_Juan_County,_Utah	isLocatedIn	Utah
Malpensa_Airport	isConnectedTo	Mohammed_V_International_Airport
Malpensa_Airport	isLocatedIn	Milan
S.C._Beira-Mar	isLocatedIn	Aveiro
Bertrand_Bossu	isAffiliatedTo	Crewe_Alexandra_F.C.
Bertrand_Bossu	playsFor	Crewe_Alexandra_F.C.
Bertrand_Bossu	wasBornIn	Calais
Bertrand_Bossu	hasGender	male
San_Bernardino_County	isLocatedIn	California
Halmstad	isLocatedIn	Halland_County
Robert_Aldrich	wasBornIn	Cranston,_Rhode_Island
Robert_Aldrich	directed	The_Dirty_Dozen
Harry_Chatton	playsFor	Partick_Thistle_F.C.
Harry_Chatton	wasBornIn	Enniskillen
Harry_Chatton	isAffiliatedTo	Republic_of_Ireland_national_football_team
Harry_Chatton	hasGender	male
Doncaster_Rovers_F.C.	isLocatedIn	Doncaster
Vlasotince	isLocatedIn	Serbia
Dominique_de_Villepin	hasChild	Nicolas_Sarkozy
Dominique_de_Villepin	wasBornIn	Rabat
Dominique_de_Villepin	isAffiliatedTo	Union_for_a_Popular_Movement
Dominique_de_Villepin	graduatedFrom	Paris_West_University_Nanterre_La_Défense
Dominique_de_Villepin	hasGender	male
Dominique_de_Villepin	isPoliticianOf	France
Dominique_de_Villepin	hasWonPrize	Order_of_the_Lithuanian_Grand_Duke_Gediminas
Primo_Levi	graduatedFrom	University_of_Turin
Primo_Levi	influences	Philip_Roth
Primo_Levi	wasBornIn	Turin
Primo_Levi	hasWonPrize	Strega_Prize
Primo_Levi	diedIn	Turin
Primo_Levi	hasGender	male
Peter_Robinson_(novelist)	hasWonPrize	Grand_Prix_de_Littérature_Policière
Peter_Robinson_(novelist)	graduatedFrom	University_of_Leeds
Peter_Robinson_(novelist)	wasBornIn	Leeds
Prešov_Region	hasCapital	Prešov
Prešov_Region	isLocatedIn	Slovakia
Bertram_Millhauser	wasBornIn	New_York_City
Bertram_Millhauser	hasGender	male
Second_Polish_Republic	participatedIn	Polish–Ukrainian_War
Second_Polish_Republic	dealsWith	Austria-Hungary
Manujan_County	isLocatedIn	Kerman_Province
Adrian_Foster_(footballer)	playsFor	Forest_Green_Rovers_F.C.
Adrian_Foster_(footballer)	isAffiliatedTo	Torquay_United_F.C.
Adrian_Foster_(footballer)	hasGender	male
Carolina_Hurricanes	isLocatedIn	North_Carolina
Kossuth_County,_Iowa	isLocatedIn	Iowa
Épinay-sur-Seine	isLocatedIn	Île-de-France
Radosav_Bulić	playsFor	FK_Rudar_Pljevlja
Radosav_Bulić	isAffiliatedTo	FK_Radnički_Obrenovac
Radosav_Bulić	hasGender	male
Gianna_Nannini	hasMusicalRole	wordnet_piano_103928116
Gianna_Nannini	wasBornIn	Siena
Saint-Hyacinthe,_Quebec	isLocatedIn	Les_Maskoutains_Regional_County_Municipality
Byun_Sung-hwan	isAffiliatedTo	South_Korea_national_football_team
Byun_Sung-hwan	playsFor	Ulsan_Hyundai_FC
Byun_Sung-hwan	hasGender	male
Byun_Sung-hwan	wasBornIn	Daegu
Isabelle_Adjani	hasWonPrize	César_Award
Isabelle_Adjani	hasGender	female
Isabelle_Adjani	isMarriedTo	Warren_Beatty
Lida	isLocatedIn	Grodno_Oblast
Melaky	isLocatedIn	Madagascar
Hans_Krankl	isAffiliatedTo	SK_Rapid_Wien
Hans_Krankl	playsFor	Wiener_Sport-Club
Hans_Krankl	hasWonPrize	Pichichi_Trophy
Hans_Krankl	wasBornIn	Vienna
Hans_Krankl	hasGender	male
Athens_International_Airport	isConnectedTo	Chișinău_International_Airport
Pierre_Trudeau	isPoliticianOf	Canada
Pierre_Trudeau	playsFor	Tiburones_Rojos_de_Veracruz
Pierre_Trudeau	graduatedFrom	Université_de_Montréal
Pierre_Trudeau	influences	B._W._Powe
Pierre_Trudeau	wasBornIn	Montreal
Pierre_Trudeau	isAffiliatedTo	Liberal_Party_of_Canada
Pierre_Trudeau	hasGender	male
Wallasey	isLocatedIn	England
Łukasz_Nawotczyński	playsFor	Jagiellonia_Białystok
Łukasz_Nawotczyński	isAffiliatedTo	Korona_Kielce
Łukasz_Nawotczyński	wasBornIn	Ciechanów
Clifford_Geertz	hasGender	male
Clifford_Geertz	hasWonPrize	Fukuoka_Asian_Culture_Prize
Clifford_Geertz	diedIn	Philadelphia
Clifford_Geertz	wasBornIn	San_Francisco
Clifford_Geertz	graduatedFrom	Antioch_College
Clifford_Geertz	worksAt	Institute_for_Advanced_Study
Clifford_Geertz	isCitizenOf	United_States
Robbie_Keane	playsFor	Inter_Milan
Robbie_Keane	isAffiliatedTo	Inter_Milan
Robbie_Keane	hasGender	male
Robbie_Keane	wasBornIn	Dublin
Ivory_Coast	hasOfficialLanguage	French_language
Ivory_Coast	dealsWith	Nigeria
Ivory_Coast	hasWonPrize	Royal_Medal
Ivory_Coast	imports	wordnet_foodstuff_107566340
Ivory_Coast	exports	wordnet_petroleum_114980579
Ivory_Coast	hasNeighbor	Burkina_Faso
Ivory_Coast	isLocatedIn	Africa
Ivory_Coast	hasCapital	Yamoussoukro
Kozje	isLocatedIn	nl/Stiermarken_(gebied)
Jim_Cummings	actedIn	The_Lion_King
Jim_Cummings	wasBornIn	Youngstown,_Ohio
Fuerteventura_Airport	isConnectedTo	Cologne_Bonn_Airport
Chang_Cheh	diedIn	Hong_Kong
Chang_Cheh	hasGender	male
Chang_Cheh	wasBornIn	Shanghai
Grigori_Perelman	hasGender	male
Grigori_Perelman	isCitizenOf	Soviet_Union
Grigori_Perelman	playsFor	Gostaresh_Foulad_F.C.
Grigori_Perelman	graduatedFrom	Saint_Petersburg_State_University
Grigori_Perelman	livesIn	Russia
Grigori_Perelman	hasWonPrize	Fields_Medal
Grigori_Perelman	wasBornIn	Saint_Petersburg
United_States_Army	created	Fort_Sill
United_States_Army	participatedIn	Marinduque
Medicine_Hat	isLocatedIn	Canada
Zolochiv	isLocatedIn	Lviv_Oblast
Rosario_Dawson	hasGender	female
Rosario_Dawson	wasBornIn	New_York_City
Rosario_Dawson	actedIn	Grindhouse_(film)
David_Newman_(composer)	hasGender	male
David_Newman_(composer)	wasBornIn	Los_Angeles
David_Newman_(composer)	created	Tales_from_the_Crypt_(TV_series)
Nagaon_district	isLocatedIn	India
Ore_Mountains	isLocatedIn	Czech_Republic
Buzău_County	hasCapital	Buzău
Buzău_County	isLocatedIn	Buzău
Fécamp	isLocatedIn	Upper_Normandy
O._R._Tambo_International_Airport	isConnectedTo	Cape_Town_International_Airport
O._R._Tambo_International_Airport	isLocatedIn	Ekurhuleni_Metropolitan_Municipality
Julian_Alps	isLocatedIn	Italy
Leicester_City_F.C.	isLocatedIn	Leicester
Melissa_Etheridge	hasMusicalRole	wordnet_mandolin_103716966
Melissa_Etheridge	hasGender	female
Melissa_Etheridge	hasWonPrize	GLAAD_Media_Award
Nancy_Wilson_(rock_musician)	isMarriedTo	Cameron_Crowe
Nancy_Wilson_(rock_musician)	wasBornIn	San_Francisco
Nancy_Wilson_(rock_musician)	hasMusicalRole	wordnet_guitar_103467517
Nancy_Wilson_(rock_musician)	hasGender	female
Gmina_Radoszyce	isLocatedIn	Świętokrzyskie_Voivodeship
Douglas_Marland	hasGender	male
Douglas_Marland	hasWonPrize	Daytime_Emmy_Award
Oława	isLocatedIn	Silesia
Chechen_Republic_of_Ichkeria	hasCapital	Grozny
Chechen_Republic_of_Ichkeria	isLocatedIn	Europe
Midrand	isLocatedIn	Gauteng
Red_Deer,_Alberta	isLocatedIn	Canada
Willem_van_Hanegem	isAffiliatedTo	FC_Wageningen
Willem_van_Hanegem	playsFor	AZ_Alkmaar
Willem_van_Hanegem	hasGender	male
Gmina_Stara_Kornica	isLocatedIn	Łosice_County
Robert_Solow	graduatedFrom	Harvard_University
Robert_Solow	influences	Robert_Lucas,_Jr.
Robert_Solow	isCitizenOf	United_States
Robert_Solow	hasWonPrize	Nobel_Memorial_Prize_in_Economic_Sciences
Robert_Solow	wasBornIn	New_York_City
Robert_Solow	hasGender	male
Robert_Solow	worksAt	Massachusetts_Institute_of_Technology
Robert_Solow	hasAcademicAdvisor	Wassily_Leontief
Jill_Clayburgh	hasGender	female
Miechów_County	isLocatedIn	Lesser_Poland_Voivodeship
Aragua	hasCapital	Maracay
Aragua	isLocatedIn	Venezuela
New_England_(New_South_Wales)	isLocatedIn	New_South_Wales
Henry_Rollins	hasMusicalRole	wordnet_vocal_music_107282006
Henry_Rollins	hasWonPrize	Grammy_Award
Henry_Rollins	hasGender	male
Henry_Rollins	wasBornIn	Washington,_D.C.
Hapoel_Tel_Aviv	isLocatedIn	Tel_Aviv
de/Rogaška_Slatina	isLocatedIn	Styria_(Slovenia)
Andreas_Lipa	isAffiliatedTo	LASK_Linz
Andreas_Lipa	wasBornIn	Vienna
Andreas_Lipa	playsFor	SV_Austria_Salzburg
Andreas_Lipa	hasGender	male
Oldambt_(municipality)	isLocatedIn	Winschoten
Gmina_Sobótka	isLocatedIn	Wrocław_County
Jelenia_Góra_County	isLocatedIn	Lower_Silesian_Voivodeship
Dwight_D._Eisenhower	hasWonPrize	Order_of_Merit
Dwight_D._Eisenhower	wasBornIn	Denison,_Texas
Dwight_D._Eisenhower	hasChild	John_F._Kennedy
Dwight_D._Eisenhower	graduatedFrom	United_States_Military_Academy_at_West_Point
Dwight_D._Eisenhower	isAffiliatedTo	Republican_Party_(United_States)
Dwight_D._Eisenhower	diedIn	Washington,_D.C.
El_Salvador	hasCurrency	United_States_dollar
El_Salvador	participatedIn	War_on_Terror
El_Salvador	isLocatedIn	Central_America
El_Salvador	exports	wordnet_coffee_bean_107929351
El_Salvador	dealsWith	Colombia
El_Salvador	hasNeighbor	Guatemala
El_Salvador	imports	wordnet_consumer_goods_103093574
El_Salvador	hasOfficialLanguage	Spanish_language
David_Lynch	directed	Dune_(film)
David_Lynch	hasWonPrize	César_Award
David_Lynch	livesIn	Los_Angeles
David_Lynch	wasBornIn	Missoula,_Montana
David_Lynch	isCitizenOf	United_States
David_Lynch	hasGender	male
David_Lynch	created	Twin_Peaks
David_Lynch	influences	Haruki_Murakami
Montclair,_New_Jersey	isLocatedIn	United_States
University_of_Louisiana_at_Lafayette	isLocatedIn	United_States
Bill_Hicks	diedIn	Little_Rock,_Arkansas
Bill_Hicks	hasGender	male
Bill_Hicks	influences	Louis_C.K.
SD_Compostela	isLocatedIn	Galicia_(Spain)
Metropolitan_Borough_of_Wigan	isLocatedIn	Greater_Manchester
Martin_Andresen	playsFor	SK_Brann
Martin_Andresen	isAffiliatedTo	Stabæk_IF
Martin_Andresen	hasWonPrize	Kniksen_Award
Martin_Andresen	hasGender	male
Facundo_Hernán_Quiroga	playsFor	Argentina_national_football_team
Facundo_Hernán_Quiroga	isAffiliatedTo	C.A._River_Plate
Marc_Cherry	hasGender	male
Marc_Cherry	wasBornIn	Long_Beach,_California
Southern_Ostrobothnia	hasCapital	Seinäjoki
Southern_Ostrobothnia	isLocatedIn	Western_Finland
Intolerance_(film)	isLocatedIn	United_States
L'Aquila_(province)	hasCapital	L'Aquila
L'Aquila_(province)	isLocatedIn	Abruzzo
Nenad_Vanić	wasBornIn	Pristina
Nenad_Vanić	playsFor	FK_Borac_Čačak
Nenad_Vanić	isAffiliatedTo	FK_Vojvodina
Ibiza_Airport	isConnectedTo	Santiago_de_Compostela_Airport
Ibiza_Airport	isLocatedIn	Balearic_Islands
Rosemary_Clooney	hasWonPrize	Grammy_Award
Rosemary_Clooney	isMarriedTo	José_Ferrer
Rosemary_Clooney	wasBornIn	Maysville,_Kentucky
Rosemary_Clooney	diedIn	Beverly_Hills,_California
Rosemary_Clooney	hasGender	female
Neil_Shipperley	hasGender	male
Neil_Shipperley	isAffiliatedTo	Sheffield_United_F.C.
Neil_Shipperley	playsFor	Sheffield_United_F.C.
Makhachkala	isLocatedIn	Dagestan
City_of_Sunderland	isLocatedIn	England
João_Paiva	playsFor	Sporting_Clube_de_Portugal
João_Paiva	wasBornIn	Lisbon
João_Paiva	isAffiliatedTo	AEK_Larnaca_F.C.
João_Paiva	hasGender	male
Vincent_Lindon	hasGender	male
Vincent_Lindon	wasBornIn	Boulogne-Billancourt
South_Bohemian_Region	isLocatedIn	Czech_Republic
Alessandro_Dal_Canto	isAffiliatedTo	Torino_F.C.
Alessandro_Dal_Canto	playsFor	A.C.D._Treviso_2013
Alessandro_Dal_Canto	wasBornIn	Castelfranco_Veneto
Alessandro_Dal_Canto	hasGender	male
Amherst,_Massachusetts	isLocatedIn	Hampshire_County,_Massachusetts
Dindigul_district	isLocatedIn	India
Vietnam	dealsWith	France
Vietnam	hasCapital	Hanoi
Vietnam	exports	wordnet_petroleum_114980579
Vietnam	isLocatedIn	Asia
Vietnam	hasNeighbor	China
Vietnam	imports	wordnet_electronics_106099269
Elliott_Charles	playsFor	Grenada_national_football_team
Elliott_Charles	isAffiliatedTo	Hendon_F.C.
Sigourney_Weaver	hasWonPrize	Saturn_Award
Sigourney_Weaver	graduatedFrom	Stanford_University
Sigourney_Weaver	hasGender	female
Sigourney_Weaver	wasBornIn	New_York_City
Santa_Marta	isLocatedIn	Colombia
Latakia_Governorate	isLocatedIn	Syria
Sidéradougou_Department	isLocatedIn	Burkina_Faso
EA_Digital_Illusions_CE	isLocatedIn	Stockholm
Bahmai_County	isLocatedIn	Iran
Wayne_County,_West_Virginia	isLocatedIn	West_Virginia
Knattspyrnufélag_Akureyrar	isLocatedIn	Akureyri
Zasavska_Statistical_Region	isLocatedIn	Slovenia
Wayne_Clarke_(footballer)	wasBornIn	Wolverhampton
Wayne_Clarke_(footballer)	isAffiliatedTo	Wolverhampton_Wanderers_F.C.
Wayne_Clarke_(footballer)	playsFor	Shrewsbury_Town_F.C.
Roman_Geoffrey	playsFor	Namibia_national_football_team
Roman_Geoffrey	isAffiliatedTo	Rot-Weiß_Oberhausen
BK_VEF_Rīga	isLocatedIn	Riga
Wayne_Thomas_(footballer)	isAffiliatedTo	Southampton_F.C.
Wayne_Thomas_(footballer)	playsFor	Worcester_City_F.C.
Wayne_Thomas_(footballer)	wasBornIn	Gloucester_(England)
Kingdom_of_Jerusalem	participatedIn	Third_Crusade
Kingdom_of_Jerusalem	isLocatedIn	Middle_East
Kingdom_of_Jerusalem	hasCapital	Akko
Rodrigo_Defendi	isAffiliatedTo	Vitória_S.C.
Rodrigo_Defendi	playsFor	Esporte_Clube_Vitória
Rodrigo_Defendi	wasBornIn	Ribeirão_Preto
Rodrigo_Defendi	hasGender	male
Tallinn	isLocatedIn	Estonia
Santiago_Ostolaza	playsFor	Kyoto_Sanga_F.C.
Santiago_Ostolaza	isAffiliatedTo	C.A._Bella_Vista
Santiago_Ostolaza	hasGender	male
Kémoko_Camara	playsFor	Hafia_Football_Club
Kémoko_Camara	isAffiliatedTo	Guinea_national_football_team
Kémoko_Camara	hasGender	male
Aberdeen,_South_Dakota	isLocatedIn	South_Dakota
Moi_International_Airport	isConnectedTo	Kigali_International_Airport
Moi_International_Airport	isLocatedIn	Mombasa
Telangana	isLocatedIn	India
Konrad_Adenauer	hasWonPrize	Bavarian_Order_of_Merit
Konrad_Adenauer	isAffiliatedTo	Christian_Democratic_Union_of_Germany
Konrad_Adenauer	created	European_People's_Party
Konrad_Adenauer	graduatedFrom	University_of_Freiburg
Konrad_Adenauer	diedIn	Bad_Honnef
Konrad_Adenauer	hasChild	Ludwig_Erhard
Konrad_Adenauer	isPoliticianOf	Germany
Konrad_Adenauer	hasGender	male
Haanja_Parish	isLocatedIn	Võru_County
Marco_de_Canaveses_Municipality	isLocatedIn	Tâmega_Subregion
Ivanovo	isLocatedIn	Ivanovo_Oblast
Zhao_Wei	hasGender	female
Valeriu_Bordeanu	isAffiliatedTo	FC_Botoșani
Valeriu_Bordeanu	wasBornIn	Botoșani
Valeriu_Bordeanu	playsFor	FC_Dinamo_București
Valeriu_Bordeanu	hasGender	male
Santa_Barbara,_California	isLocatedIn	United_States
Douglas_MacArthur	hasWonPrize	Bronze_Star_Medal
Douglas_MacArthur	wasBornIn	Little_Rock,_Arkansas
Stafford	isLocatedIn	Staffordshire
Stern_John	playsFor	Crystal_Palace_F.C.
Stern_John	isAffiliatedTo	Mercer_County_Community_College
Stern_John	hasGender	male
Gmina_Szelków	isLocatedIn	Masovian_Voivodeship
Chiapas_F.C.	isLocatedIn	Chiapas
Mürzzuschlag_District	isLocatedIn	Duchy_of_Styria
Zé_António	isAffiliatedTo	Portugal_national_under-21_football_team
Zé_António	playsFor	F.C._Alverca
Zé_António	hasGender	male
Maxis	isLocatedIn	California
Chiranjeevi	isPoliticianOf	India
Chiranjeevi	livesIn	New_Delhi
Chiranjeevi	hasWonPrize	Padma_Bhushan
Chiranjeevi	hasGender	male
Chiranjeevi	isAffiliatedTo	Indian_National_Congress
Juan_González_(Uruguayan_footballer)	isAffiliatedTo	Club_Atlético_River_Plate_(Montevideo)
Juan_González_(Uruguayan_footballer)	playsFor	Atlético_Madrid
Juan_González_(Uruguayan_footballer)	wasBornIn	Montevideo
Luca_Antonini	isAffiliatedTo	Calcio_Padova
Luca_Antonini	hasGender	male
Luca_Antonini	playsFor	Modena_F.C.
Luca_Antonini	wasBornIn	Milan
Ipswich_Town_F.C.	isLocatedIn	Ipswich_(England)
Plantation,_Florida	isLocatedIn	Broward_County
Glen_Moss	isAffiliatedTo	Sydney_Olympic_FC
Glen_Moss	hasGender	male
Glen_Moss	playsFor	Bonnyrigg_White_Eagles_FC
Glen_Moss	wasBornIn	Hastings_(England)
Anti-Revolutionary_Party	isLocatedIn	The_Hague
Sirius_Satellite_Radio	isLocatedIn	New_York_City
Yellow_Medicine_County,_Minnesota	isLocatedIn	Minnesota
Blaž_Slišković	playsFor	NK_Hrvatski_Dragovoljac
Blaž_Slišković	isAffiliatedTo	Stade_Rennais_F.C.
Blaž_Slišković	hasGender	male
Blaž_Slišković	wasBornIn	Mostar
Udon_Thani	isLocatedIn	Thailand
Sam_Vokes	playsFor	Wolverhampton_Wanderers_F.C.
Sam_Vokes	wasBornIn	Southampton
Sam_Vokes	isAffiliatedTo	Wales_national_football_team
Sam_Vokes	hasGender	male
Simon_Donaldson	worksAt	University_of_Oxford
Simon_Donaldson	hasWonPrize	Whitehead_Prize
Simon_Donaldson	wasBornIn	Cambridge
Simon_Donaldson	isCitizenOf	United_Kingdom
Simon_Donaldson	hasAcademicAdvisor	Michael_Atiyah
Simon_Donaldson	graduatedFrom	University_of_Oxford
Simon_Donaldson	hasGender	male
Roman_Wallner	hasGender	male
Roman_Wallner	isAffiliatedTo	F.C._Wacker_Innsbruck
Roman_Wallner	playsFor	FC_Red_Bull_Salzburg
Roman_Wallner	wasBornIn	Graz
Dzaoudzi_Pamandzi_International_Airport	isConnectedTo	Orly_Airport
Dzaoudzi_Pamandzi_International_Airport	isLocatedIn	Mayotte
James_L._Brooks	hasGender	male
James_L._Brooks	hasWonPrize	Primetime_Emmy_Award
Vladimir_the_Great	wasBornIn	Pskov
Vladimir_the_Great	hasGender	male
Vladimir_the_Great	diedIn	Kiev
Lübeck	isLocatedIn	Germany
Maggie_Smith	actedIn	Harry_Potter_(film_series)
Maggie_Smith	hasWonPrize	Helpmann_Awards
Maggie_Smith	hasGender	female
Charsadda_District,_Pakistan	isLocatedIn	Pakistan
Gmina_Zbiczno	isLocatedIn	Kuyavian-Pomeranian_Voivodeship
Miloš_Kolaković	isAffiliatedTo	Debreceni_VSC
Miloš_Kolaković	playsFor	Debreceni_VSC
Miloš_Kolaković	wasBornIn	Belgrade
Miloš_Kolaković	hasGender	male
Masally_District	isLocatedIn	Azerbaijan
Gmina_Kikół	isLocatedIn	Kuyavian-Pomeranian_Voivodeship
Jon-Paul_McGovern	isAffiliatedTo	Celtic_F.C.
Jon-Paul_McGovern	playsFor	Celtic_F.C.
Jon-Paul_McGovern	hasGender	male
Jon-Paul_McGovern	wasBornIn	Glasgow
Lincoln_University_(Pennsylvania)	isLocatedIn	Chester_County,_Pennsylvania
Colin_Todd	isAffiliatedTo	Oxford_United_F.C.
Colin_Todd	hasGender	male
Colin_Todd	playsFor	Nottingham_Forest_F.C.
Central_Region,_Ghana	isLocatedIn	Ghana
Geoffrey_de_Havilland	diedIn	Watford
Geoffrey_de_Havilland	hasGender	male
Geoffrey_de_Havilland	hasWonPrize	Harmon_Trophy
Geoffrey_de_Havilland	isCitizenOf	United_Kingdom
Hunter_S._Thompson	wasBornIn	Louisville,_Kentucky
Hunter_S._Thompson	influences	Donna_Tartt
Hunter_S._Thompson	hasGender	male
Luis_Buñuel	hasGender	male
Luis_Buñuel	diedIn	Mexico_City
Thun_(administrative_district)	isLocatedIn	Thun
Cres_(town)	isLocatedIn	Primorje-Gorski_Kotar_County
Shimla	isLocatedIn	India
Terrence_Howard	wasBornIn	Chicago
Terrence_Howard	hasGender	male
Gmina_Tomaszów_Lubelski	isLocatedIn	Lublin_Voivodeship
Springfield,_Virginia	isLocatedIn	Fairfax_County,_Virginia
Brian_Bliss	playsFor	Sporting_Kansas_City
Brian_Bliss	isAffiliatedTo	New_York_Red_Bulls
Brian_Bliss	hasGender	male
Paul_Dirac	isCitizenOf	England
Paul_Dirac	livesIn	United_Kingdom
Paul_Dirac	hasGender	male
Paul_Dirac	worksAt	Florida_State_University
Paul_Dirac	hasWonPrize	Max_Planck_Medal
Paul_Dirac	graduatedFrom	University_of_Bristol
Paul_Dirac	diedIn	Tallahassee,_Florida
Paul_Dirac	wasBornIn	Bristol
Subrahmanyan_Chandrasekhar	hasWonPrize	Nobel_Prize_in_Physics
Subrahmanyan_Chandrasekhar	diedIn	Chicago
Subrahmanyan_Chandrasekhar	isCitizenOf	United_States
Subrahmanyan_Chandrasekhar	graduatedFrom	Trinity_College,_Cambridge
Subrahmanyan_Chandrasekhar	wasBornIn	Lahore
Subrahmanyan_Chandrasekhar	hasGender	male
Subrahmanyan_Chandrasekhar	livesIn	United_States
William_Sunsing	playsFor	Municipal_Pérez_Zeledón
William_Sunsing	isAffiliatedTo	Deportivo_Saprissa
William_Sunsing	hasGender	male
Sewickley,_Pennsylvania	isLocatedIn	United_States
Trnava	isLocatedIn	Slovakia
Cuba	imports	wordnet_chemical_114806838
Cuba	dealsWith	United_States
Cuba	participatedIn	Eritrean_War_of_Independence
Cuba	isLocatedIn	Caribbean
Cuba	hasNeighbor	United_States
Cuba	exports	wordnet_coffee_bean_107929351
Cuba	hasOfficialLanguage	Spanish_language
Cuba	hasCapital	Havana
Amal_McCaskill	isAffiliatedTo	Fort_Wayne_Fury
Amal_McCaskill	wasBornIn	Maywood,_Illinois
Amal_McCaskill	hasGender	male
Jacques_Chaban-Delmas	isPoliticianOf	France
Jacques_Chaban-Delmas	graduatedFrom	University_of_Paris
Jacques_Chaban-Delmas	isAffiliatedTo	Rally_of_the_French_People
Jacques_Chaban-Delmas	hasWonPrize	Legion_of_Merit
Jacques_Chaban-Delmas	wasBornIn	Paris
Jacques_Chaban-Delmas	hasChild	Alain_Juppé
Jacques_Chaban-Delmas	diedIn	Paris
Jacques_Chaban-Delmas	hasGender	male
Ilie_Stan	playsFor	AEL_Limassol
Ilie_Stan	isAffiliatedTo	FC_Gloria_Buzău
Ordos_Ejin_Horo_Airport	isConnectedTo	Chengdu_Shuangliu_International_Airport
